hour,par,weight
2,559.8854213468722,287.26507586148426
10,784.6534564553706,96.68483079451246
10,177.3884942533822,470.42632434377884
7,1580.5650452030382,83.38995527188756
9,1831.2024111268188,482.3484696429227
21,1241.6791170898261,373.6757287265779
1,647.1810253275572,424.1672391986348
17,1656.5551381524963,67.72723817201484
4,203.8711172633469,116.73913408794716
22,1462.940351032834,363.9300330926337
5,613.0088184973164,321.0020396848962
18,428.55201259178654,356.16795259584023
23,888.533301303784,180.95740130603346
18,1669.3811364075725,293.02758750629334
6,1400.4485343311198,254.4801868497296
11,1872.7766893718579,368.879994799275
13,204.38276988624003,387.78596225858996
13,958.0528218139972,367.30408427503284
9,1075.1032081189974,345.62369357960233
22,921.6050054747604,219.574529874246
20,749.7626743404036,234.50965566866574
2,352.26679322806297,52.71252290270047
14,900.430940639091,305.4142214985348
7,402.16397300880664,483.0947342823615
2,1695.3535657096324,492.1630645544287
10,1768.6960591892528,220.4450069457343
12,1082.0707983135246,151.37046384449079
9,1211.7411879971505,493.43933644896146
12,1928.3472466157627,456.09372798859386
22,250.47735433639474,132.98554468641476
12,754.465764711012,55.84054494356516
1,1023.6588344579175,173.96991498144436
22,1195.3982545615154,415.7926593926915
6,193.12350379252132,124.32191141038399
20,1703.527268203561,474.7589363961163
5,1373.3163934219642,451.5805116805472
9,1719.2808627267216,57.308540488403196
8,234.88553804806992,410.47828694601424
22,1879.3211988282503,340.6792746627926
13,700.1095262453264,237.84754641032984
8,105.2396547757687,262.15982924544454
1,811.9954276824164,411.8512468633182
7,709.0512478502652,473.6443365862611
6,996.2741917081189,434.29255972924335
17,156.5161065165458,275.24959288423054
14,1951.3592452312232,306.93351296474
6,947.6267904489692,314.0918070498953
2,1579.8566371470238,365.72189814668076
7,218.5269445044425,427.16795338509564
14,1407.7965690497895,487.90019562384833
15,1675.084299392597,93.07540605497786
16,1395.5938242720838,268.670834503961
20,202.24758290346892,185.64306870294072
15,1638.8831840489293,179.87683236671108
5,953.1757047594917,457.87989549538514
4,1515.9479334324203,444.97193833219023
8,695.7662938113051,69.39282049743399
21,713.213365087256,478.73706007748683
11,1082.437969294964,491.31109328692156
8,1525.5579408467604,283.61454890176236
6,1693.9766870421697,63.441168146607765
22,973.5387761249751,200.7088372378722
21,1305.5593927847071,388.31247440909107
9,865.2217755276463,125.98571698962022
1,352.71140812661736,464.95649593108345
11,108.93541484396874,448.4899653880195
17,1607.005209449712,399.37875935715016
23,1729.7344350013684,359.1352719108614
12,876.1312317710309,150.6331109111539
7,1242.0777127343194,123.8206472764371
21,1915.2529875495388,63.084094314435994
17,371.9464876464733,482.22595571158536
17,549.6826348144023,201.47354459558784
6,1699.5477059521154,169.7444719072156
21,1882.4307947974442,84.66880007853253
19,970.2659311733529,293.2931672620467
12,1794.131397615315,473.2720480241827
13,163.1778614192279,269.7363923168705
20,1282.171158847451,289.32692170405124
1,1132.380588126976,329.2369017800948
14,1136.7804446036107,98.46901499757907
23,488.44024002057955,335.5933622762549
7,442.75010104639006,325.65752774768424
23,309.60181493197626,494.043307312034
18,854.5529812664989,349.84697155164145
9,735.854862220329,487.70857203997747
13,1860.2509153529677,401.9156561847948
14,380.6638974884794,133.95342056666408
16,1147.207382253816,199.92947652784252
13,560.0291223106275,466.0725011232086
15,525.0686682844871,176.92980755066154
10,280.3131580570266,293.41439828252595
15,1077.763604590787,77.82510800752371
17,175.69266680504813,498.7842012825557
12,237.4387482788417,67.10652718526589
10,1731.924256415326,230.62705907997153
18,1394.5854105775463,179.03533962187075
10,1363.627184417574,89.23866987541071
23,140.8801344527204,427.5524725118509
8,1945.829909007008,142.36876973849024
2,322.25576679603677,156.0296027225561
22,1246.4714925885194,483.2021228614395
8,1980.1858066520324,117.1289205722607
20,496.5185730070057,367.6581367855807
7,939.1172527184004,188.07808570827478
11,598.9725774988233,408.4182733322448
9,774.0115748636807,122.27850702382126
12,1272.1335088960043,205.38764851252975
16,183.64675991771728,324.8627235501786
6,198.16009689055508,227.01308942852876
15,557.8028930363798,147.9831826593341
21,1187.4779517544926,141.94532638337782
10,617.1203315770478,464.6105442513998
17,1176.2686976921657,181.20540525271568
7,350.82247808263463,310.4976906919547
1,377.1784563626812,482.8514447036516
12,502.51649901068066,492.5414646675366
18,899.0401984859261,292.65192182949147
12,1017.4933050885218,156.7323427843865
4,1749.1510191884988,366.8679002263608
6,1210.1759977863314,111.6016964705702
12,220.22676798179563,208.98860739549175
12,624.869227683121,262.5120103408318
22,1919.687649498978,256.2596994972799
12,883.3369951598227,124.40288817371814
23,1960.5519713136052,60.174432231350515
19,1718.3265450032459,346.12078148274423
21,1036.3538479366257,271.25664829363166
3,980.1387028810016,81.78798486243346
5,1480.8985019026927,406.4820309339293
11,1454.5375639972829,145.55127756260282
1,1184.4451417004443,263.78204055864177
5,1774.6062984105365,185.56857553561932
14,997.4365314069152,143.51041216439555
14,1449.489262578823,381.62390191276893
4,883.1276256664158,263.742345406764
6,1302.385358286393,403.910945219413
16,1056.1799913800176,127.89331208677008
8,1065.3119076681717,118.61927670053034
23,1665.8421510895225,221.01364389498937
6,1343.2292274032643,284.5264601206135
6,471.8838329755853,374.2344883315558
22,1605.1137793839941,452.72411105517625
4,1055.7987032147523,334.82964976858307
13,660.5851945298659,317.76046643083254
12,358.9982339418152,358.03324853001465
12,795.3151906944782,481.75477682148215
2,1746.1826260184753,458.98349132612987
17,1722.1134959046171,291.72469938962496
21,1365.0452047129802,126.58901651641239
15,286.10353302471583,222.59466432178303
11,1572.5954807835406,271.55000829755784
12,1801.3116727656993,115.5825264068963
23,678.2778215981546,323.5345640618714
18,1637.852524115039,180.59858460249026
9,644.5173438122952,232.20835187576972
3,1344.143226123069,176.26285464446204
9,1668.7091901813858,158.67924497321172
3,664.9751073074456,139.28021689773104
14,464.1570696172888,454.95017684276274
13,1900.1830114728907,172.80281556988112
21,1308.811268066363,140.02213639421996
5,401.54608733261375,440.6708938691991
13,993.6062460291603,284.72151277667024
14,256.74186221219105,187.8474022132373
5,318.6522598333619,67.03271323313388
8,768.7782993113207,95.09792173254641
9,1131.8947710878788,119.90612931501823
16,1020.4786819130514,135.87866165675854
4,1848.3229716243964,448.1950870987134
4,1219.59860645466,196.494702509751
1,857.9494303567758,319.9337182693366
7,1482.7685593275326,460.54871834964933
8,912.2602634203155,381.16358198386746
10,606.4539120662322,192.0574291797436
11,695.8291727671514,329.21234314590754
23,1948.650624972561,205.6571930324931
5,1305.5168073115533,360.3333438562048
20,1072.0977042498369,195.6261139487689
22,902.8140109562,465.9176469505688
20,432.88703592007784,480.8827153076065
20,632.3382935420824,346.35790096309034
13,1364.3727817283266,401.45352820085714
17,549.6111608309855,210.66770418572568
11,1402.8509344624501,119.65285869204693
13,866.3618210959525,491.7519269841352
13,1804.040751862969,338.3719863986035
6,219.57341578434549,202.0586929725373
6,1473.307076897492,145.6587320046081
11,1137.4486098174402,189.31656985636073
21,1620.375371787972,59.647339694213954
23,812.5268235194354,382.6171220739304
6,1972.1042389941872,220.79113735090138
12,391.13933134085113,232.10426489597057
14,1202.6624792768166,276.21969138209215
13,917.5933139110817,181.48470535770946
1,706.486122871427,51.46164481651611
9,583.9268365899995,399.7082202435075
22,1266.4540619005945,180.77551513404828
23,669.3349250672456,331.4424482125872
10,702.682278695414,76.8444951175711
6,263.93052561369393,140.5696668175443
12,1625.5836530425547,485.14932551709495
2,973.7540890795507,420.9783055002737
4,1076.3608437101686,456.01620121522103
14,1222.895320751862,136.99357912125492
17,106.60428618536257,242.1886155526628
14,206.02058346077405,99.51556400370742
17,561.6516030854835,437.97392838244025
22,1131.1851987731563,456.9512223127295
3,601.815327308015,50.58839895287164
1,1770.9114973024957,288.68894417068356
22,744.2321129214064,461.230328351075
17,742.7409957836065,380.9818003517254
7,634.4509956204815,411.1870985044899
8,1484.3282132200275,397.0605843731589
6,904.1909801325482,330.8495840424459
16,1324.899324434868,59.66339135530422
7,324.0027590373895,123.70626045572654
23,1091.5718103489353,155.52650936866522
5,881.2341491393593,64.74685849051006
16,1759.1886114676372,497.57595110394897
15,1267.5467958682361,112.60427465817301
3,192.789807546615,263.3095986579671
19,574.1275247968695,480.25882630555407
23,1094.7444635561878,90.8405830761728
5,1822.8077188981454,368.3766273756255
9,939.4777901729185,60.94942050890678
3,1071.4119246153757,324.2299740150679
14,771.1027474646728,428.5504450681209
3,1034.3657654973324,177.40935988315354
19,1264.78105900735,414.45351839397716
12,1808.3294903303815,415.53140288852916
14,1051.7343035074753,351.3355459684009
19,1816.0814344331693,112.09208065852626
18,1231.535844876882,188.26877471490707
21,1025.468921676926,91.61576795147286
22,934.832335537711,486.8111835145985
4,1192.0949064073257,473.1781854263045
7,1030.6900287773697,321.27072716371214
16,545.3985219805234,66.83354634347653
12,950.5064400515238,350.33652776447747
4,301.14378406571507,57.79534459309642
2,176.49071543448517,127.00737674794493
19,709.1409066079127,241.19506268310838
19,1538.8994592085032,444.2312279866948
23,530.4603150042159,362.24880579079957
9,898.8199332760701,483.89434604297855
4,1159.407345652368,258.8192008475522
19,620.4993554978635,169.10237307641958
5,1607.8242846518644,192.69993365305677
8,223.8486703787934,214.75298698682005
4,1379.372802948907,277.8189447944037
14,1692.2137263491222,130.73041624750886
23,1623.7322924296086,215.7212962678475
19,1550.0375215954598,96.56302025469176
16,1789.4498694908366,340.690480762421
15,260.21758500794743,139.87191452464026
4,1183.0109549469641,381.3596755480564
9,424.7469756316307,279.5402043756863
2,1378.3942243613806,153.32408205600788
7,256.70013146304234,152.82335912928886
20,1270.5047362981593,133.40820187030693
8,1262.2682827262706,163.58411001403195
3,1821.3295412325485,71.92445148291115
8,1276.583455521874,247.35823328465202
20,293.7638782811786,191.63755667986175
16,1309.6208476186061,184.37430643175483
19,1670.2600628916632,180.77848180736913
9,1749.2659039253545,477.0847453415412
19,858.6338416444621,250.82192437900267
10,898.3572773401099,378.71637502942787
16,1162.5252640920405,72.94333616028449
2,151.86235719381278,327.78994426666117
3,1891.8758108613847,310.92470661435794
20,105.90414036347036,117.87071499606164
5,630.97275348197,486.3738091915924
12,1558.965753939871,437.69256879223457
19,1172.2362112724618,360.4930497897791
9,836.0383791211855,68.37996514885863
20,1074.2336709100746,266.70959507990216
20,1228.0643796383486,78.46185825877191
10,598.6843949732456,443.7030270989961
10,1556.9887609853054,274.09717907126907
17,1690.721840809635,273.19875486824486
9,412.51375699886927,440.8589333613425
8,701.5124801027545,102.02742218673383
16,1731.1629172175512,451.34169820822825
9,1477.4070456159423,352.76164902381686
3,513.9319097575932,447.8306140692074
8,1174.0367453296383,113.80893496306648
4,1630.1112905145321,333.8375114284393
6,1209.926394538733,171.19211261044052
1,596.9459460304297,262.76543341988173
2,1293.2466516469103,365.5942218500919
12,897.7883832723239,432.8700319221866
5,1999.560566617445,138.52622728512173
12,1876.5003658391108,221.65223887442517
1,1327.5089441079133,316.87220173982166
15,1326.1261234650558,393.47063416647325
15,330.60323372174025,77.37964588503631
2,1827.3245651674463,440.5298702739755
18,858.4757549886702,130.2865296711181
1,802.5320458850672,180.7121793989537
